,Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
582,582,75.348,-0.33988,3722.9,74.605,-0.34197,94368.0,74.605,-0.34197,93353.0,2.7905,-0.056248,97.266,-0.57057,98.032,51.746,-0.57961,1312.3,1298.8,66612.0,-443.33,70693,129760.0,65648.0,-443.34,71514,116.49,116.59,0.88318,1.3044,0.018997,0.042388,0.88353,0.99024,1.0061,25.068,0.94141,13.556,0.029403,0.0,44534.0,21965.0,32664.0,114790.0,0.071531,1.0,1358.6,22.491,-1.5934,21.713,1393.8,1.5292,1.003,23.539,14.763,170.98,25.093,0.51826,0.34455
583,583,64.07,-1.4154,3339.1,63.498,-1.4241,82471.0,63.498,-1.4241,81632.0,2.8551,-0.072448,97.217,-2.2653,98.165,54.283,-2.3005,1322.0,1308.7,56660.0,-1846.2,61826,115920.0,55875.0,-1846.3,62499,120.58,120.58,0.88359,1.3044,0.018523,0.042289,0.88359,0.99109,1.0062,24.442,0.94275,13.204,0.028412,0.0,44556.0,21967.0,32622.0,114810.0,0.071564,1.0,1127.4,21.945,-1.7901,21.697,1144.6,1.1324,0.78706,23.542,14.765,170.98,25.093,0.51023,0.3392
584,584,51.093,-0.9525,3032.8,50.669,-0.9584,73495.0,50.669,-0.9584,72838.0,2.5894,-0.059641,97.47,-1.8569,98.376,62.481,-1.8846,1499.6,1486.6,45193.0,-1242.5,55174,99816.0,44586.0,-1242.5,55696,123.65,123.65,0.88388,1.3044,0.018199,0.039848,0.88388,0.99168,1.0062,24.015,0.94366,12.964,0.027715,0.0,44615.0,21989.0,32688.0,114920.0,0.071643,1.0,966.18,21.57,-1.9432,21.677,976.39,1.0243,0.70113,23.552,14.771,170.98,25.093,0.49819,0.3312
585,585,50.324,-0.47181,2910.3,49.916,-0.47475,70183.0,49.916,-0.47475,69539.0,2.4366,0.047831,97.516,-1.0075,98.326,61.373,-1.0221,1474.0,1461.1,44519.0,-615.47,52674,96160.0,43923.0,-615.49,53187,125.33,125.33,0.88403,1.3045,0.018104,0.039818,0.88403,0.99193,1.0062,23.89,0.94388,12.894,0.027381,0.0,44445.0,21991.0,32619.0,114660.0,0.071462,1.0,943.64,21.452,-2.0747,21.655,935.79,1.0222,0.67701,23.559,14.775,170.99,25.094,0.49076,0.32626
586,586,79.408,0.81791,3166.8,78.742,0.82304,77945.0,78.742,0.82304,76911.0,3.9165,0.023719,96.06,0.9305,97.535,40.719,0.9441,1018.1,1005.0,70254.0,1067.0,58241,131360.0,69289.0,1067.0,59069,125.2,126.45,0.88399,1.3045,0.018405,0.05261,0.88808,0.99163,1.0063,24.286,0.94288,13.116,0.027542,0.0,44079.0,21863.0,32496.0,113970.0,0.071112,1.0,1091.7,21.771,-2.2489,21.626,1078.9,1.225,0.76135,23.561,14.777,170.99,25.095,0.49158,0.32681
587,587,121.16,-0.3956,3400.1,120.09,-0.39807,85618.0,120.09,-0.39807,84014.0,5.8894,-0.1027,94.213,-0.25764,96.575,28.511,-0.26182,722.4,709.04,107190.0,-516.07,63589,173710.0,105670.0,-516.08,64884,123.42,123.73,0.88381,1.3046,0.018724,0.068351,0.88485,0.99117,1.0063,24.707,0.94192,13.352,0.027998,0.0,43800.0,21705.0,32400.0,113380.0,0.070741,1.0,1287.7,22.126,-2.2448,21.607,1269.8,1.5099,0.98152,23.559,14.775,171.0,25.095,0.49927,0.33192
588,588,113.8,-0.95267,3569.5,112.74,-0.9586,90565.0,112.74,-0.9586,89044.0,4.7129,0.044716,95.242,-0.85042,96.936,31.847,-0.86387,808.49,795.0,100650.0,-1242.7,67400,167410.0,99204.0,-1242.8,68632,120.02,120.02,0.8835,1.3045,0.018904,0.060227,0.8835,0.99067,1.0062,24.945,0.94151,13.486,0.028692,0.0,43814.0,21781.0,32439.0,113570.0,0.070862,1.0,1386.1,22.353,-1.9632,21.59,1375.7,1.6621,1.0939,23.553,14.772,171.0,25.095,0.50683,0.33694
589,589,117.67,0.2025,3761.0,116.49,0.20375,97189.0,116.49,0.20375,95587.0,4.6318,-0.034189,95.402,0.17668,96.959,32.893,0.17961,859.7,845.95,104040.0,264.14,72347,173380.0,102510.0,264.15,73652,116.15,116.42,0.88312,1.3044,0.019261,0.058835,0.88409,0.98995,1.0062,25.416,0.94055,13.751,0.02959,0.0,43980.0,21801.0,32416.0,113730.0,0.070887,1.0,1531.1,22.772,-1.7168,21.581,1537.5,1.6684,1.058,23.545,14.766,170.99,25.094,0.51368,0.3415
590,590,75.654,-0.64051,3591.7,74.929,-0.64446,90551.0,74.929,-0.64446,89539.0,3.1459,-0.056976,96.911,-0.80825,97.967,53.052,-0.82118,1335.6,1322.2,66893.0,-835.49,67804,132370.0,65934.0,-835.51,68622,117.87,117.87,0.88332,1.3044,0.018888,0.04535,0.88332,0.99048,1.0062,24.924,0.94169,13.475,0.029087,0.0,44440.0,21936.0,32625.0,114600.0,0.071415,1.0,1329.8,22.36,-1.6942,21.583,1338.5,1.3899,0.91874,23.54,14.763,170.98,25.093,0.51592,0.34298
591,591,59.643,-1.2814,3327.3,59.114,-1.2893,81942.0,59.114,-1.2893,81162.0,2.5972,-0.048614,97.451,-2.1994,98.291,59.833,-2.2334,1451.4,1438.2,52746.0,-1671.5,61473,109970.0,52017.0,-1671.5,62098,121.09,121.09,0.88364,1.3044,0.018479,0.040321,0.88364,0.99118,1.0062,24.384,0.94287,13.171,0.0283,0.0,44583.0,21984.0,32704.0,114950.0,0.071643,1.0,1114.0,21.893,-1.8225,21.588,1134.8,1.1167,0.77607,23.544,14.766,170.98,25.093,0.50819,0.33785
592,592,41.819,-0.67125,2946.1,41.477,-0.67541,70944.0,41.477,-0.67541,70409.0,2.1409,-0.027823,97.887,-1.6441,98.626,74.517,-1.6684,1779.3,1766.4,36992.0,-875.61,53338,90052.0,36498.0,-875.64,53763,124.18,124.18,0.88393,1.3044,0.01811,0.036289,0.88393,0.99182,1.0062,23.897,0.94393,12.898,0.02758,0.0,44669.0,22023.0,32656.0,115030.0,0.071756,1.0,953.16,21.47,-1.9481,21.595,960.92,0.99086,0.671,23.553,14.772,170.98,25.093,0.49674,0.33024
593,593,54.524,-0.74831,2965.3,54.09,-0.75297,71288.0,54.09,-0.75297,70593.0,2.7549,-0.031014,97.276,-1.3855,98.222,56.427,-1.4056,1348.4,1335.6,48237.0,-976.16,53472,100060.0,47596.0,-976.19,54024,125.9,125.9,0.88408,1.3045,0.018041,0.041501,0.88408,0.99204,1.0062,23.807,0.94406,12.847,0.027256,0.0,44517.0,21972.0,32648.0,114760.0,0.07156,1.0,934.47,21.38,-2.0981,21.598,934.84,0.99513,0.66963,23.56,14.776,170.99,25.094,0.48897,0.32507
594,594,81.359,-0.6617,3136.0,80.694,-0.66585,76728.0,80.694,-0.66585,75675.0,4.2743,-0.036438,95.762,-0.80671,97.499,39.561,-0.81856,967.01,953.98,71986.0,-863.22,57305,134920.0,71006.0,-863.24,58146,126.26,126.26,0.88409,1.3046,0.018283,0.054821,0.88409,0.99184,1.0063,24.125,0.94323,13.026,0.027307,0.0,44113.0,21838.0,32532.0,114040.0,0.071096,1.0,1075.5,21.632,-2.2905,21.603,1054.5,1.1753,0.77266,23.563,14.778,170.99,25.095,0.48905,0.32512
595,595,115.08,-0.27024,3452.9,114.08,-0.27194,86649.0,114.08,-0.27194,85129.0,5.1951,0.015269,94.79,-0.24025,96.784,30.113,-0.24389,760.25,746.93,101820.0,-352.54,64437,167120.0,100380.0,-352.55,65665,123.88,123.88,0.88385,1.3046,0.01868,0.063822,0.88386,0.99125,1.0063,24.65,0.94203,13.32,0.027897,0.0,43750.0,21747.0,32400.0,113400.0,0.070738,1.0,1313.4,22.076,-2.2705,21.609,1294.2,1.4869,0.95835,23.561,14.777,171.0,25.096,0.49666,0.33018
596,596,126.47,-0.3214,3605.4,125.3,-0.3234,91383.0,125.3,-0.3234,89698.0,5.4834,-0.054388,94.571,-0.25487,96.621,28.646,-0.25888,730.93,717.48,111860.0,-419.26,67886,178380.0,110260.0,-419.27,69253,120.19,120.19,0.88352,1.3045,0.018853,0.065568,0.88353,0.99074,1.0062,24.878,0.94167,13.449,0.028639,0.0,43804.0,21733.0,32403.0,113450.0,0.070766,1.0,1408.9,22.298,-1.9509,21.633,1400.6,1.6956,1.0927,23.554,14.772,171.0,25.095,0.5055,0.33606
597,597,133.94,-1.5186,3795.2,132.58,-1.528,98460.0,132.58,-1.528,96630.0,5.1803,-0.079506,94.899,-1.1634,96.625,30.715,-1.1829,793.16,779.38,118420.0,-1980.9,73119,185070.0,116660.0,-1981.0,74616,115.65,115.65,0.88307,1.3044,0.019294,0.063021,0.88307,0.98987,1.0062,25.46,0.94048,13.776,0.029708,0.0,43924.0,21757.0,32439.0,113670.0,0.070926,1.0,1597.8,22.813,-1.6723,21.644,1601.7,1.6894,1.1336,23.545,14.766,170.99,25.094,0.51306,0.34108
598,598,64.09,-0.90914,3586.0,63.492,-0.91473,89490.0,63.492,-0.91473,88641.0,2.7191,-0.023381,97.304,-1.432,98.267,59.633,-1.4547,1480.1,1466.7,56671.0,-1185.9,67133,123850.0,55869.0,-1185.9,67818,118.35,118.35,0.88338,1.3044,0.018732,0.041942,0.88338,0.99067,1.0061,24.718,0.94218,13.359,0.028922,0.0,44487.0,21969.0,32631.0,114740.0,0.071572,1.0,1294.0,22.19,-1.6546,21.678,1305.3,1.3892,0.93715,23.539,14.763,170.98,25.093,0.51499,0.34237
599,599,59.578,-0.4976,3305.6,59.052,-0.50068,81276.0,59.052,-0.50068,80498.0,2.5311,-0.019371,97.488,-0.83003,98.252,57.175,-0.84268,1404.9,1391.8,52690.0,-649.09,60970,109800.0,51963.0,-649.1,61593,121.14,121.14,0.88365,1.3044,0.018449,0.040098,0.88365,0.99121,1.0062,24.345,0.94296,13.149,0.028276,0.0,44536.0,21990.0,32608.0,114760.0,0.071583,1.0,1124.6,21.861,-1.8097,21.695,1144.1,1.1099,0.7335,23.545,14.767,170.98,25.093,0.50549,0.33605
600,600,43.432,-0.21684,2912.5,43.076,-0.21819,70178.0,43.076,-0.21819,69622.0,2.1381,-0.011808,97.874,-0.42786,98.545,72.834,-0.43409,1762.4,1749.5,38418.0,-282.86,52741,89957.0,37904.0,-282.87,53182,124.04,124.25,0.88392,1.3044,0.018114,0.036474,0.88463,0.9918,1.0062,23.903,0.94392,12.901,0.027606,0.0,44636.0,22029.0,32628.0,114940.0,0.071679,1.0,957.67,21.476,-1.9346,21.706,967.18,1.0345,0.67648,23.553,14.772,170.98,25.093,0.4959,0.32968
601,601,66.69,-1.3051,2954.5,66.151,-1.3133,71370.0,66.151,-1.3133,70517.0,3.7755,-0.10118,96.326,-1.9347,97.843,45.836,-1.9632,1094.4,1081.5,58999.0,-1702.5,53407,117930.0,58210.0,-1702.6,54086,125.29,125.29,0.88403,1.3045,0.018084,0.049475,0.88403,0.99194,1.0062,23.862,0.94395,12.878,0.027379,0.0,44381.0,21899.0,32612.0,114490.0,0.071388,1.0,961.74,21.431,-2.0565,21.719,949.4,1.0117,0.69955,23.56,14.776,170.99,25.094,0.48889,0.32502
602,602,100.36,-2.2139,3188.8,99.52,-2.2277,78860.0,99.52,-2.2277,77553.0,4.749,-0.087954,95.339,-2.2475,97.014,32.66,-2.2815,796.55,783.42,88794.0,-2888.1,58715,143770.0,87572.0,-2888.2,59762,124.97,124.97,0.88397,1.3045,0.018429,0.058402,0.88397,0.99159,1.0063,24.318,0.94282,13.134,0.027592,0.0,44080.0,21808.0,32479.0,113910.0,0.071011,1.0,1122.9,21.799,-2.2381,21.707,1110.2,1.2481,0.86791,23.561,14.776,170.99,25.094,0.49135,0.32665
603,603,121.53,-2.0298,3477.4,120.43,-2.0425,88011.0,120.43,-2.0425,86393.0,5.4773,-0.062459,94.585,-1.7043,96.679,29.117,-1.731,731.02,717.6,107500.0,-2648.0,65389,172580.0,105970.0,-2648.0,66697,122.46,122.46,0.88372,1.3045,0.018825,0.065395,0.88372,0.99098,1.0063,24.841,0.94163,13.427,0.028212,0.0,43823.0,21732.0,32415.0,113490.0,0.070746,1.0,1332.2,22.243,-2.1983,21.698,1318.5,1.5144,1.0344,23.558,14.775,171.0,25.095,0.50055,0.33277
604,604,115.95,-0.73385,3624.8,114.84,-0.73842,92581.0,114.84,-0.73842,91021.0,4.6523,0.047732,95.3,-0.64249,96.922,31.722,-0.65275,812.57,798.99,102540.0,-957.29,68895,168240.0,101050.0,-957.32,70160,118.87,118.87,0.88339,1.3045,0.019028,0.059854,0.88339,0.99044,1.0062,25.109,0.94116,13.578,0.028964,0.0,43830.0,21782.0,32474.0,113580.0,0.070838,1.0,1423.8,22.496,-1.9024,21.685,1408.6,1.6441,1.0718,23.551,14.77,171.0,25.095,0.50944,0.33868
605,605,101.0,0.34306,3819.0,99.962,0.34517,98810.0,99.962,0.34517,97426.0,3.826,-0.013685,96.188,0.36154,97.423,40.91,0.36751,1069.7,1055.9,89289.0,447.49,73753,159260.0,87962.0,447.5,74881,115.35,115.79,0.88304,1.3044,0.01933,0.0522,0.88462,0.98981,1.0062,25.507,0.94038,13.803,0.029779,0.0,44159.0,21865.0,32535.0,114130.0,0.071191,1.0,1517.1,22.854,-1.6599,21.661,1535.2,1.6203,1.0187,23.542,14.764,170.99,25.094,0.51701,0.34371
606,606,83.823,-0.5164,3650.5,83.014,-0.51959,92485.0,83.014,-0.51959,91360.0,3.5399,-0.065253,96.525,-0.61101,97.773,44.827,-0.62083,1138.8,1125.3,74113.0,-673.6,69179,141410.0,73048.0,-673.62,70087,117.57,117.6,0.88328,1.3044,0.018962,0.048717,0.88339,0.99038,1.0062,25.022,0.94146,13.53,0.029179,0.0,44342.0,21899.0,32593.0,114440.0,0.071371,1.0,1324.3,22.442,-1.7041,21.648,1330.6,1.3547,0.89049,23.538,14.762,170.98,25.093,0.51826,0.34454
607,607,50.02,-1.0995,3192.6,49.579,-1.1063,78529.0,49.579,-1.1063,77876.0,2.345,-0.056487,97.712,-2.2258,98.507,70.966,-2.2602,1720.4,1707.2,44236.0,-1434.2,58989,101690.0,43627.0,-1434.3,59512,121.44,121.44,0.88367,1.3044,0.018478,0.03804,0.88367,0.99121,1.0062,24.383,0.94285,13.171,0.028238,0.0,44662.0,22010.0,32686.0,115030.0,0.071727,1.0,1078.7,21.889,-1.8625,21.622,1096.9,1.0939,0.75924,23.544,14.766,170.98,25.093,0.5089,0.33832
608,608,46.944,-1.0014,2926.9,46.56,-1.0077,70740.0,46.56,-1.0077,70138.0,2.3391,-0.052699,97.714,-2.1897,98.457,66.461,-2.2223,1584.2,1571.3,41526.0,-1306.3,53130,92789.0,40970.0,-1306.4,53609,124.49,124.49,0.88395,1.3045,0.018159,0.037733,0.88395,0.9918,1.0062,23.962,0.94374,12.934,0.02755,0.0,44668.0,22016.0,32696.0,115040.0,0.071675,1.0,945.09,21.519,-2.0145,21.589,950.61,0.95006,0.65497,23.554,14.772,170.98,25.093,0.49717,0.33052
609,609,52.431,-0.73427,2928.6,52.009,-0.73885,70747.0,52.009,-0.73885,70075.0,2.67,0.025051,97.305,-1.5476,98.274,58.433,-1.5702,1398.5,1385.6,46387.0,-957.85,53080,100970.0,45765.0,-957.88,53614,126.1,126.1,0.88409,1.3045,0.01813,0.041573,0.88409,0.99197,1.0062,23.924,0.94376,12.912,0.027263,0.0,44420.0,21969.0,32617.0,114630.0,0.071483,1.0,954.41,21.472,-2.1769,21.559,944.52,0.99009,0.66818,23.561,14.776,170.99,25.094,0.49026,0.32593
610,610,89.816,0.36651,3202.8,89.063,0.36882,79224.0,89.063,0.36882,78051.0,4.5114,-0.025639,95.514,0.38872,97.268,36.108,0.39445,903.44,890.28,79468.0,478.14,59098,141950.0,78371.0,478.16,60038,125.77,126.37,0.88403,1.3046,0.018466,0.057185,0.88601,0.99163,1.0063,24.367,0.94265,13.161,0.027472,0.0,44013.0,21815.0,32436.0,113810.0,0.070973,1.0,1125.5,21.83,-2.3505,21.525,1110.1,1.2572,0.79343,23.563,14.777,171.0,25.095,0.49251,0.32742
611,611,122.89,-0.67456,3462.1,121.79,-0.6788,87622.0,121.79,-0.6788,85987.0,5.5542,-0.046534,94.492,-0.54151,96.59,28.626,-0.55,726.98,713.56,108720.0,-880.01,65080,173730.0,107170.0,-880.03,66402,123.06,123.11,0.88377,1.3046,0.01882,0.066264,0.8839,0.99104,1.0063,24.834,0.94161,13.423,0.028102,0.0,43769.0,21723.0,32399.0,113410.0,0.070789,1.0,1347.9,22.231,-2.2645,21.494,1331.8,1.5691,1.0289,23.56,14.776,171.0,25.096,0.50123,0.33322
612,612,118.74,-0.89529,3666.5,117.61,-0.90087,93500.0,117.61,-0.90087,91906.0,5.1031,-0.0065956,94.903,-0.75578,96.887,31.2,-0.7678,797.22,783.67,105010.0,-1167.9,69563,177100.0,103490.0,-1167.9,70856,119.59,119.59,0.88346,1.3045,0.018995,0.063024,0.88346,0.99055,1.0062,25.065,0.94123,13.554,0.028814,0.0,43807.0,21754.0,32419.0,113520.0,0.070826,1.0,1434.8,22.453,-1.968,21.461,1423.4,1.6792,1.1013,23.553,14.771,171.0,25.095,0.50908,0.33844
613,613,99.076,0.18883,3817.6,98.061,0.18999,98915.0,98.061,0.18999,97555.0,3.3771,0.084749,96.538,0.38281,97.476,50.013,0.38905,1307.3,1293.4,87596.0,246.31,73850,151670.0,86288.0,246.32,74960,115.72,116.28,0.88307,1.3044,0.019362,0.049621,0.88506,0.98981,1.0062,25.55,0.94024,13.827,0.029723,0.0,44081.0,21889.0,32505.0,114060.0,0.071128,1.0,1555.7,22.884,-1.7247,21.425,1570.8,1.6471,1.033,23.543,14.765,170.99,25.094,0.51675,0.34354
614,614,57.418,0.93933,3495.1,56.881,0.94514,87583.0,56.881,0.94514,86819.0,2.6274,-0.0063234,97.379,1.5855,98.372,69.412,1.6099,1780.4,1766.9,50774.0,1225.3,65757,120020.0,50053.0,1225.3,66372,119.08,121.03,0.88343,1.3044,0.018823,0.041459,0.89012,0.99066,1.0062,24.838,0.94184,13.426,0.028829,0.0,44469.0,21972.0,32565.0,114640.0,0.071487,1.0,1274.9,22.278,-1.8003,21.397,1284.3,1.3225,0.80685,23.54,14.763,170.98,25.093,0.51745,0.344
615,615,51.169,-0.047635,3221.3,50.727,-0.047935,79081.0,50.727,-0.047935,78414.0,2.3805,-0.044079,97.664,-0.071395,98.446,67.59,-0.072406,1673.3,1660.2,45258.0,-62.144,59396,102890.0,44637.0,-62.145,59929,122.62,123.23,0.88377,1.3045,0.018443,0.038475,0.88585,0.99136,1.0062,24.336,0.9429,13.144,0.028011,0.0,44624.0,22005.0,32640.0,114920.0,0.071637,1.0,1077.8,21.838,-1.9775,21.37,1095.9,1.0606,0.69123,23.548,14.768,170.98,25.093,0.50647,0.33671
616,616,42.059,-0.4316,2898.6,41.72,-0.4343,69895.0,41.72,-0.4343,69356.0,2.2417,-0.03162,97.79,-1.0031,98.594,75.857,-1.0178,1825.7,1812.8,37209.0,-563.03,52540,90180.0,36712.0,-563.04,52968,125.65,125.65,0.88405,1.3045,0.018133,0.037138,0.88406,0.99193,1.0062,23.927,0.94377,12.914,0.027342,0.0,44655.0,22019.0,32681.0,115010.0,0.071692,1.0,953.51,21.479,-2.1278,21.347,957.69,0.97762,0.65404,23.557,14.774,170.99,25.094,0.49603,0.32977
617,617,64.832,-1.3354,2974.5,64.314,-1.3438,72078.0,64.314,-1.3438,71245.0,3.4029,-0.059081,96.656,-2.135,97.919,49.121,-2.1663,1172.8,1159.8,57363.0,-1742.1,53960,112150.0,56593.0,-1742.1,54622,126.91,126.91,0.88415,1.3045,0.018149,0.046858,0.88415,0.99203,1.0063,23.949,0.94365,12.926,0.027136,0.0,44394.0,21919.0,32599.0,114520.0,0.071386,1.0,967.48,21.484,-2.2791,21.316,957.85,1.0048,0.68769,23.563,14.778,170.99,25.095,0.48985,0.32565
618,618,85.011,-0.45104,3254.0,84.3,-0.45388,80580.0,84.3,-0.45388,79468.0,4.0389,0.075359,95.886,-0.60345,97.473,39.739,-0.61247,984.89,971.7,75221.0,-588.42,60174,138850.0,74180.0,-588.43,61066,126.41,126.77,0.88408,1.3046,0.018505,0.054433,0.88523,0.99165,1.0063,24.419,0.94248,13.19,0.027378,0.0,43948.0,21839.0,32483.0,113820.0,0.07098,1.0,1145.6,21.865,-2.4468,21.292,1128.4,1.2787,0.82965,23.564,14.779,171.0,25.096,0.49309,0.32781
619,619,121.27,0.37902,3492.4,120.18,0.38141,88629.0,120.18,0.38141,87011.0,5.4988,-0.042749,94.544,0.30128,96.633,28.863,0.30587,741.29,727.82,107280.0,494.47,65857,173040.0,105750.0,494.48,67166,123.15,123.57,0.88377,1.3046,0.01888,0.06589,0.88515,0.99099,1.0063,24.913,0.94141,13.468,0.028112,0.0,43771.0,21726.0,32369.0,113390.0,0.070759,1.0,1346.8,22.293,-2.3115,21.279,1335.1,1.5966,1.011,23.561,14.776,171.0,25.096,0.50263,0.33415
620,620,124.09,-0.68532,3655.0,122.9,-0.68959,93878.0,122.9,-0.68959,92201.0,5.2789,-0.033309,94.754,-0.54165,96.735,29.742,-0.55045,767.06,753.41,109740.0,-894.0,69782,178440.0,108140.0,-894.03,71143,119.14,119.14,0.8834,1.3045,0.019114,0.064311,0.88341,0.99039,1.0062,25.222,0.94086,13.642,0.028952,0.0,43804.0,21741.0,32372.0,113440.0,0.070804,1.0,1449.2,22.583,-1.9875,21.269,1430.0,1.6823,1.0986,23.552,14.771,171.0,25.096,0.5109,0.33965
621,621,99.547,-0.70848,3740.4,98.513,-0.71286,96909.0,98.513,-0.71286,95537.0,3.7596,-0.0528,96.293,-0.80711,97.46,45.965,-0.82048,1180.8,1167.0,88003.0,-924.16,72323,153720.0,86686.0,-924.19,73440,115.65,115.65,0.88307,1.3044,0.019346,0.051137,0.88307,0.98982,1.0062,25.529,0.9403,13.815,0.02973,0.0,44250.0,21880.0,32560.0,114290.0,0.071293,1.0,1476.7,22.867,-1.7054,21.254,1503.3,1.6049,1.0581,23.542,14.764,170.99,25.094,0.5195,0.34536
622,622,68.437,-0.27377,3483.5,67.786,-0.27547,87996.0,67.786,-0.27547,87079.0,2.7929,0.024424,97.183,-0.40482,98.084,52.736,-0.41127,1338.9,1325.4,60512.0,-357.12,65948,124660.0,59648.0,-357.13,66685,118.63,118.63,0.88338,1.3044,0.018943,0.0434,0.8834,0.9905,1.0062,24.996,0.94146,13.515,0.02897,0.0,44368.0,21955.0,32577.0,114480.0,0.071375,1.0,1243.4,22.409,-1.8207,21.241,1252.3,1.292,0.83867,23.539,14.763,170.98,25.093,0.51852,0.34471
623,623,49.317,-0.17387,3102.3,48.884,-0.17495,76509.0,48.884,-0.17495,75863.0,2.3732,-0.028623,97.655,-0.37769,98.446,64.926,-0.38336,1608.5,1595.3,43616.0,-226.81,57465,101110.0,43015.0,-226.81,57980,122.12,122.19,0.88372,1.3045,0.018528,0.038692,0.88398,0.99123,1.0062,24.449,0.94264,13.207,0.02814,0.0,44600.0,22005.0,32672.0,114920.0,0.071635,1.0,1037.3,21.934,-1.973,21.229,1053.1,1.0981,0.71649,23.547,14.768,170.99,25.094,0.5083,0.33792
624,624,32.048,0.23776,2715.9,31.783,0.23924,65861.0,31.783,0.23924,65447.0,1.58,0.07179,98.348,0.64552,98.842,94.706,0.6547,2327.3,2314.3,28349.0,310.16,49583,77260.0,27967.0,310.17,49911,124.65,125.79,0.88396,1.3045,0.018262,0.032864,0.88766,0.99172,1.0062,24.097,0.94339,13.01,0.027571,0.0,44617.0,22059.0,32689.0,114990.0,0.071721,1.0,917.61,21.626,-2.097,21.216,922.12,0.99683,0.62979,23.555,14.773,170.99,25.094,0.49884,0.33163
625,625,67.922,1.1186,2986.6,67.35,1.1256,73467.0,67.35,1.1256,72582.0,3.7765,-0.020423,96.244,1.7339,97.754,44.998,1.7589,1134.7,1121.6,60086.0,1459.3,54970,120810.0,59265.0,1459.3,55675,124.99,127.26,0.88397,1.3045,0.018412,0.050837,0.89135,0.99161,1.0063,24.296,0.94287,13.121,0.027582,0.0,44206.0,21876.0,32553.0,114240.0,0.071268,1.0,987.74,21.781,-2.2296,21.207,973.32,1.0956,0.67512,23.56,14.776,170.99,25.095,0.49436,0.32866
626,626,105.09,-0.58434,3239.9,104.15,-0.58803,81795.0,104.15,-0.58803,80397.0,5.2546,-0.078205,94.824,-0.49914,96.883,31.596,-0.50691,800.39,786.98,92962.0,-762.33,60865,155990.0,91650.0,-762.35,61986,123.79,123.82,0.88383,1.3046,0.018803,0.063251,0.88394,0.99113,1.0063,24.812,0.94163,13.411,0.027964,0.0,43912.0,21755.0,32434.0,113630.0,0.070891,1.0,1167.1,22.206,-2.3372,21.2,1149.8,1.3858,0.90818,23.559,14.775,171.0,25.096,0.50033,0.33262
627,627,119.73,-0.96055,3485.4,118.59,-0.96658,89570.0,118.59,-0.96658,87951.0,5.2023,0.0087883,94.789,-0.81125,96.706,29.421,-0.82427,757.06,743.41,105890.0,-1253.1,66571,170540.0,104350.0,-1253.1,67878,120.39,120.39,0.88351,1.3045,0.019123,0.064204,0.88351,0.9905,1.0063,25.234,0.94076,13.648,0.028721,0.0,43743.0,21740.0,32389.0,113370.0,0.070787,1.0,1333.0,22.579,-2.1415,21.188,1325.9,1.6296,1.0764,23.554,14.772,171.0,25.096,0.51024,0.33921
628,628,118.1,-0.52577,3623.0,116.91,-0.52904,94098.0,116.91,-0.52904,92483.0,4.991,0.012251,94.997,-0.44684,96.855,30.866,-0.45417,806.24,792.43,104420.0,-685.86,70001,174770.0,102880.0,-685.88,71310,117.0,117.0,0.88319,1.3045,0.019342,0.062615,0.88319,0.98996,1.0062,25.523,0.94023,13.811,0.029461,0.0,43788.0,21756.0,32392.0,113440.0,0.070828,1.0,1431.6,22.847,-1.8718,21.17,1415.0,1.7004,1.1,23.546,14.767,171.0,25.095,0.51753,0.34406
629,629,87.146,0.1502,3735.5,86.236,0.15113,96965.0,86.236,0.15113,95763.0,3.4566,-0.01965,96.563,0.15915,97.724,46.181,0.16183,1206.5,1192.7,77031.0,195.93,72508,147340.0,75883.0,195.94,73483,115.1,115.3,0.88301,1.3044,0.019418,0.049017,0.88376,0.98969,1.0062,25.624,0.9401,13.869,0.029874,0.0,44260.0,21894.0,32534.0,114300.0,0.07134,1.0,1415.4,22.95,-1.6807,21.169,1430.3,1.5767,1.0012,23.537,14.762,170.99,25.094,0.52395,0.34832
